char,pinyin,definition,radical_char,radical_index,stroke_count,hsk_level,general_standard,frequency_rank
娱,yú,"pleasure, enjoyment, amusement",女,38.7,10,5,2140,2493.0
娶,qǔ,"marry, take wife",女,38.8,11,5,2197,2494.0
嗓,sǎng,voice; throat,口,30.1,13,5,2929,2496.0
蹲,dūn,"squat, crouch; idle about",足,157.12,19,5,3458,2497.0
淘,táo,wash in sieve; weed out,水,85.8,11,5,2426,2499.0
嫩,nèn,"soft, tender, delicate; young",女,38.11,14,5,3183,2500.0
壶,hú,"jar, pot, jug, vase; surname",士,33.7,10,5,1812,2518.0
傍,bàng,"by side of, beside, near, close",人,9.1,12,5,2696,2558.0
勿,wù,"must not, do not; without, never",勹,20.2,4,5,152,2563.0
踩,cǎi,step on,足,157.8,15,5,3243,2570.0
煮,zhǔ,cook,火,86.8,12,5,2529,2582.0
逗,dòu,"tempt, allure, arouse, stir",辵,162.7,10,5,1854,2587.0
炒,chǎo,"fry, saute, roast, boil, cook",火,86.4,8,5,1234,2590.0
寞,mò,"silent, still, lonely, solitary",宀,40.11,13,5,3026,2601.0
甩,shuǎi,"throw away, discard",用,101.0,5,5,284,2603.0
燥,zào,"dry, parched, arid; quick-tempered",火,86.13,17,5,3430,2613.0
晒,shài,"dry in sun, expose to sun",日,72.6,10,5,1887,2630.0
屿,yǔ,island,山,46.3,6,5,434,2636.0
绸,chóu,"silk cloth, satin damask",糸,120.8,11,5,2495,2635.0
痒,yǎng,itch,疒,104.6,11,5,2382,2646.0
耽,dān,indulge in; be negligent,耳,128.4,10,5,1818,2658.0
魅,mèi,"kind of forest demon, elf",鬼,194.5,14,5,3130,2662.0
狡,jiǎo,"cunning, deceitful, treacherous",犬,94.6,9,5,1604,2670.0
匀,yún,equal,勹,20.2,4,5,156,2692.0
熬,áo,"cook down, to boil; endure",火,86.11,14,5,3053,2705.0
毯,tǎn,"rug, carpet, blanket",毛,82.8,12,5,2672,2711.0
梳,shū,comb; brush,木,75.7,11,5,2228,2717.0
蔬,shū,"vegetables, greens",艸,140.11,15,5,3211,2721.0
捡,jiǎn,to pick up,手,64.7,10,5,1804,2753.0
删,shān,to cut; delete,刀,18.5,7,5,815,2780.0
浏,liú,clear; bright; whistling,水,85.6,9,5,1677,2841.0
裔,yì,"progeny, descendants, posterity",衣,145.7,13,5,5548,2842.0
浇,jiāo,"spray, water, sprinkle",水,85.6,9,5,1667,2866.0
姥,lǎo,maternal grandmother; midwife,女,38.6,9,5,1736,2874.0
烫,tàng,"scald, heat; wash; iron clothes",火,86.6,10,5,2087,2903.0
惭,cán,"ashamed, humiliated; shameful",心,61.8,11,5,2440,2943.0
蝴,hú,butterfly,虫,142.9,15,5,3246,2964.0
梨,lí,"pear; opera; cut, slash",木,75.7,11,5,2313,3004.0
醋,cù,"vinegar; jealousy, envy",酉,164.8,15,5,3222,3076.0
猾,huá,"crafty, cunning, shrewd; deceitful",犬,94.1,12,5,2720,3083.0
皂,zào,soap; black; menial servant,白,106.2,7,5,787,3087.0
酱,jiàng,any jam-like or paste-like food,酉,164.6,13,5,2986,3100.0
糙,cāo,"coarse, harsh, rough, unpolished rice",米,119.11,16,5,3373,3118.0
屉,tì,drawer; tray; pad; screen,尸,44.5,8,5,1307,3127.0
髦,máo,flowing hair of young child,髟,190.4,14,5,5630,3149.0
椒,jiāo,"pepper, spices",木,75.8,12,5,2570,3187.0
桔,jú,Chinese bellflower; well-swept; the inner fibers of corn-stalks,木,75.6,10,5,1836,3304.0
馒,mán,steamed bread; steamed dumplings,食,184.11,14,5,3138,3628.0
嚏,tì,sneeze,口,30.14,17,5,6225,3897.0
斯,sī,"this, thus, such; to lop off; emphatic particle",斤,69.8,12,6,2541,168.0
党,dǎng,"political party, gang, faction",儿,10.8,10,6,1885,411.0
陈,chén,"exhibit, display; plead; a surname",阜,170.5,7,6,914,525.0
攻,gōng,"attack, assault; criticize",攴,66.3,7,6,630,588.0
苏,sū,,艸,140.4,7,6,677,590.0
帝,dì,"supreme ruler, emperor; god",巾,50.6,9,6,1633,612.0
若,ruò,"if, supposing, assuming; similar",艸,140.5,8,6,1002,651.0
波,bō,"waves, breakers; undulations",水,85.5,8,6,1261,664.0
异,yì,"different, unusual, strange",廾,55.3,6,6,568,709.0
策,cè,"scheme, plan; to whip; urge",竹,118.6,12,6,2683,714.0
罪,zuì,"crime, sin, vice; evil; hardship",网,122.8,13,6,2932,718.0
州,zhōu,"administrative division, state",巛,47.3,6,6,535,721.0
宗,zōng,"lineage, ancestry; ancestor, clan",宀,40.5,8,6,1275,727.0
协,xié,be united; cooperate,十,24.4,6,6,383,735.0
审,shěn,"examine, investigate; judge",宀,40.5,8,6,1279,746.0
皇,huáng,"royal, imperial; ruler, superior",白,106.4,9,6,1571,759.0
副,fù,assist; supplement; assistant,刀,18.9,11,6,2234,764.0
抗,kàng,"resist, oppose, defy, reject",手,64.4,7,6,646,766.0
犯,fàn,"commit crime, violate; criminal",犬,94.2,5,6,292,767.0
田,tián,"field, arable land, cultivated",田,102.0,5,6,244,778.0
央,yāng,"center, conclude, run out; beg",大,37.2,5,6,249,800.0
伯,bó,,人,9.5,7,6,778,821.0
监,jiān,"supervise, control, direct",皿,108.5,10,6,1883,838.0
露,lù,"dew; bare, open, exposed",雨,173.12,21,6,3490,841.0
野,yě,"open country, field; wilderness",里,166.4,11,6,2265,845.0
舰,jiàn,warship,舟,137.4,10,6,1978,851.0
湾,wān,"bay, cove, inlet, bend of stream",水,85.9,12,6,2764,855.0
吉,jí,"lucky, propitious, good",口,30.3,6,6,356,856.0
剑,jiàn,"sword, dagger, saber",刀,18.7,9,6,1587,869.0
亦,yì,"also, too; likewise",亠,8.4,6,6,516,886.0
恩,ēn,"kindness, mercy, charity",心,61.6,10,6,1909,888.0
鲁,lǔ,"foolish, stupid, rash; vulgar",魚,195.4,12,6,2717,898.0
端,duān,"end, extreme; head; beginning",立,117.9,14,6,3151,916.0
探,tàn,"find, locate; search, grope for",手,64.8,11,6,2188,917.0
湖,hú,"a lake; Hubei, Hunan; bluish-green",水,85.9,12,6,2751,918.0
予,yǔ,"I, me; to give",亅,6.3,4,6,184,925.0
港,gǎng,"port, harbor; small stream; bay",水,85.9,12,6,2749,927.0
额,é,"forehead; tablet, plaque; fixed",頁,181.9,15,6,3304,936.0
督,dū,"supervise, oversee, direct",目,109.8,13,6,2891,946.0
泽,zé,"marsh, swamp; grace, brilliance",水,85.5,8,6,1263,951.0
灭,miè,"extinguish; wipe out, exterminate",火,86.1,5,6,223,953.0
莫,mò,"do not, is not, can not; negative",艸,140.7,10,6,1824,955.0
亡,wáng,"death, destroyed; lose, perish",亠,8.1,3,6,54,957.0
圣,shèng,"holy, sacred",土,32.2,5,6,340,960.0
诺,nuò,"promise; assent, approve",言,149.8,10,6,2111,969.0
伦,lún,normal human relationships,人,9.4,6,6,470,970.0
奥,ào,"mysterious, obscure, profound",大,37.9,12,6,2701,972.0
唐,táng,Tang dynasty; Chinese,口,30.7,10,6,2037,973.0
堂,táng,hall; government office,土,32.8,11,6,2256,980.0
宫,gōng,palace,宀,40.6,9,6,1698,982.0
君,jūn,"sovereign, monarch, ruler, chief, prince",口,30.4,7,6,899,985.0
谋,móu,"plan, scheme; strategem",言,149.9,11,6,2459,989.0
镇,zhèn,"town, market place; suppress",金,167.1,15,6,3256,1002.0
凡,fán,"all, any, every; ordinary, common",几,16.1,3,6,50,1013.0
诸,zhū,"various, all, these; surname",言,149.8,10,6,2110,1021.0
庄,zhuāng,"village, hamlet; villa, manor",广,53.3,6,6,514,1024.0
祖,zǔ,"ancestor, forefather; grandfather",示,113.5,9,6,1710,1025.0
暴,bào,"violent, brutal, tyrannical",日,72.11,15,6,3234,1028.0
塔,tǎ,"tower, spire, tall building",土,32.1,12,6,2510,1030.0
隐,yǐn,"hide, conceal; hidden, secret",阜,170.9,11,6,2480,1034.0
蒙,méng,cover; ignorant; suffer; mongolia,艸,140.1,13,6,2859,1039.0
欲,yù,"desire, want, long for; intend",欠,76.7,11,6,2352,1045.0
遭,zāo,"come across, meet with, encounter",辵,162.11,14,6,3085,1048.0
徒,tú,"disciple, follower; go on foot",彳,60.7,10,6,1975,1060.0
姆,mǔ,,女,38.5,8,6,1330,1061.0
曲,qū,"crooked, bent; wrong, false",曰,73.2,6,6,424,1066.0
塞,sāi,"stop up, block, seal, cork; pass, frontier; fortress",土,32.1,13,6,3025,1080.0
侵,qīn,"invade, encroach upon, raid",人,9.7,9,6,1574,1086.0
刑,xíng,"punishment, penalty; law",刀,18.4,6,6,351,1087.0
谷,gǔ,"valley, gorge, ravine",谷,150.0,7,6,798,1095.0
川,chuān,"stream, river; flow; boil",巛,47.0,3,6,43,1109.0
潜,qián,"hide; hidden, secret, latent",水,85.12,15,6,3290,1112.0
抵,dǐ,"resist, oppose; deny; off-set",手,64.5,8,6,975,1119.0
杰,jié,"hero; heroic, outstanding",木,75.4,8,6,1031,1129.0
郑,zhèng,,邑,163.6,8,6,1229,1132.0
混,hùn,"to mix, blend, mingle; to bumble along",水,85.8,11,6,2420,1137.0
臣,chén,"minister, statesman, official",臣,131.0,6,6,380,1138.0
雅,yǎ,"elegant, graceful, refined",隹,172.4,12,6,2600,1139.0
盛,shèng,"abundant, flourishing; contain; fill",皿,108.7,11,6,2247,1142.0
怒,nù,"anger, rage, passion; angry",心,61.5,9,6,1742,1143.0
残,cán,"injure, spoil; oppress; broken",歹,78.5,9,6,1460,1150.0
宇,yǔ,"house; building, structure; eaves",宀,40.3,6,6,545,1156.0
猛,měng,"violent, savage, cruel; bold",犬,94.8,11,6,2370,1157.0
毁,huǐ,destroy,殳,79.9,13,6,2956,1160.0
盟,méng,"swear; oath, covenant, alliance",皿,108.8,13,6,2907,1163.0
丁,dīng,"male adult; robust, vigorous; 4th heavenly stem",一,1.1,2,6,5,1168.0
魔,mó,"demon, evil spirits; magic power",鬼,194.11,20,6,3484,1180.0
沿,yán,"follow a course, go along",水,85.5,8,6,1250,1182.0
啦,la,final particle of assertion,口,30.8,11,6,2267,1194.0
瓦,wǎ,tile; earthenware pottery; girl,瓦,98.0,4,6,108,1195.0
援,yuán,"aid, assist; lead; cite",手,64.9,12,6,2530,1197.0
夺,duó,"take by force, rob, snatch",大,37.3,6,6,396,1199.0
偏,piān,inclined one side; slanting,人,9.9,11,6,2334,1204.0
袭,xí,"raid, attack; inherit",龍,212.6,11,6,2246,1213.0
侠,xiá,chivalrous person; knight-errant,人,9.6,8,6,1141,1216.0
侧,cè,"side; incline, slant, lean",人,9.6,8,6,1147,1220.0
债,zhài,"debt, loan, liabilities",人,9.8,10,6,1954,1223.0
融,róng,"melt, fuse; blend, harmonize",虫,142.1,16,6,3334,1225.0
纵,zòng,"indulge in, give free reign to",糸,120.4,7,6,936,1236.0
障,zhàng,separate; shield; barricade,阜,170.11,13,6,3038,1237.0
讯,xùn,inquire; ask; examine; reproach,言,149.3,5,6,322,1238.0
涉,shè,"ford stream, wade across",水,85.7,10,6,2070,1239.0
刊,kān,"publication, periodical; publish",刀,18.3,5,6,191,1241.0
爆,bào,"crackle, pop, burst, explode",火,86.15,19,6,3471,1243.0
乌,wū,"crow, rook, raven; black, dark",丿,4.3,4,6,157,1244.0
役,yì,"service; a servant, laborer; to serve",彳,60.4,7,6,793,1245.0
患,huàn,"suffer, worry about; suffering",心,61.7,11,6,2285,1249.0
仙,xiān,"Taoist super-being, transcendent, immortal",人,9.3,5,6,272,1255.0
症,zhèng,"disease, illness, ailment",疒,104.5,10,6,2026,1258.0
倾,qīng,"upset, pour out, overflow",人,9.8,10,6,1959,1260.0
陷,xiàn,"submerge, sink, plunge; trap",阜,170.8,10,6,2138,1262.0
轰,hōng,"rumble, explosion, blast",車,159.4,8,6,1057,1264.0
撤,chè,omit; remove; withdraw,手,64.12,15,6,3203,1270.0
疾,jí,"illness, disease, sickness; to hate",疒,104.5,10,6,2028,1273.0
缘,yuán,"hem, margin; reason, cause; fate",糸,120.9,12,6,2824,1274.0
杜,dù,"stop, prevent; restrict; surname",木,75.3,7,6,680,1277.0
仪,yí,"ceremony, rites gifts; admire",人,9.3,5,6,274,1283.0
奔,bēn,"run fast, flee; rush about; run",大,37.6,8,6,1049,1285.0
珠,zhū,"precious stone, gem, jewel, pearl",玉,96.6,10,6,1773,1286.0
驻,zhù,"to be stationed at, reside at; to stop",馬,187.5,8,6,1345,1288.0
孔,kǒng,"opening, hole, orifice; great",子,39.1,4,6,179,1289.0
翼,yì,wings; fins on fish; shelter,羽,124.12,17,6,3435,1294.0
叹,tàn,"sigh, admire",口,30.2,5,6,257,1299.0
愈,yù,"more and more, even more",心,61.9,13,6,2966,1301.0
罢,bà,"cease, finish, stop; give up",网,122.5,10,6,1918,1305.0
径,jìng,narrow path; diameter; direct,彳,60.5,8,6,1163,1307.0
恰,qià,"just, exactly, precisely; proper",心,61.6,9,6,1690,1308.0
捕,bǔ,"arrest, catch, seize",手,64.7,10,6,1783,1312.0
裂,liè,"split, crack, break open; rend",衣,145.6,12,6,2595,1317.0
泰,tài,"great, exalted, superior; big",水,85.5,10,6,1771,1318.0
尖,jiān,"sharp, pointed, acute, keen",小,42.3,6,6,415,1321.0
忠,zhōng,"loyalty, devotion, fidelity",心,61.4,8,6,1094,1322.0
炎,yán,"flame, blaze; hot",火,86.4,8,6,1237,1324.0
荒,huāng,"wasteland, desert; uncultivated",艸,140.6,9,6,1412,1328.0
横,héng,across,木,75.11,15,6,3213,1330.0
孤,gū,"orphan, fatherless; solitary",子,39.5,8,6,1319,1334.0
胞,bāo,"womb, placenta, fetal membrane",肉,130.5,9,6,1595,1341.0
魂,hún,"soul, spirit",鬼,194.4,13,6,2830,1348.0
洪,hóng,"vast, immense; flood, deluge",水,85.6,9,6,1664,1350.0
津,jīn,ferry; saliva; ford,水,85.6,9,6,1683,1353.0
晓,xiǎo,"dawn, daybreak; clear, explicit",日,72.6,10,6,1889,1357.0
仁,rén,"humaneness, benevolence, kindness",人,9.2,4,6,128,1360.0
贫,pín,"poor, impoverished, needy",貝,154.4,8,6,1178,1359.0
赖,lài,"rely, depend on; accuse falsely",貝,154.9,13,6,2872,1365.0
仰,yǎng,"raise the head to look; look up to, rely on, admire",人,9.4,6,6,473,1368.0
艇,tǐng,"small boat, dugout, punt",舟,137.7,12,6,2706,1372.0
凶,xiōng,"culprit; murder; bad, sad",凵,17.2,4,6,145,1378.0
署,shǔ,public office,网,122.8,13,6,2930,1379.0
御,yù,"drive, ride; chariot; manage",彳,60.8,12,6,2704,1381.0
奉,fèng,offer; receive; serve; respect,大,37.5,8,6,943,1382.0
旋,xuán,"revolve, move in orbit; return",方,70.7,11,6,2393,1383.0
晨,chén,"early morning, daybreak",日,72.7,11,6,2260,1388.0
伏,fú,"crouch, crawl, lie hidden, conceal",人,9.4,6,6,460,1389.0
隆,lóng,"prosperous, plentiful, abundant",阜,170.9,11,6,2479,1400.0
奴,nú,"slave, servant",女,38.2,5,6,333,1402.0
丧,sàng,mourning; mourn; funeral,十,24.6,8,6,1034,1404.0
渡,dù,"cross, ferry over; ferry",水,85.9,12,6,2765,1406.0
旗,qí,"banner, flag, streamer",方,70.1,14,6,3152,1407.0
甘,gān,"sweetness; sweet, tasty",甘,99.0,5,6,205,1408.0
扎,zhā,pull up; pierce; struggle free,手,64.1,4,6,85,1411.0
梁,liáng,bridge; beam; rafters; surname,木,75.7,11,6,2436,1416.0
皆,jiē,"all, every, everybody",白,106.4,9,6,1465,1419.0
宙,zhòu,time as concept; infinite time,宀,40.5,8,6,1280,1421.0
岩,yán,cliff; rocks; mountain,山,46.5,8,6,1106,1423.0
荡,dàng,"pond, pool; wash away, cleanse",艸,140.7,9,6,1414,1424.0
蒂,dì,peduncle or stem of plants,艸,140.9,12,6,2556,1429.0
井,jǐng,"well, mine shaft, pit",二,7.2,4,6,77,1431.0
壮,zhuàng,"big, large; robust; name of tribe",士,33.3,6,6,510,1432.0
殖,zhí,"breed, spawn; increase; prosper",歹,78.8,12,6,2594,1438.0
霍,huò,"quickly, suddenly; surname",雨,173.8,16,6,3337,1442.0
撒,sā,"release, cast away, let go; disperse; relax",手,64.12,15,6,3192,1445.0
液,yè,"sap, juice, liquid, fluid",水,85.8,11,6,2428,1451.0
番,fān,"to take turns; a turn, a time; to repeat",田,102.7,12,6,2709,1452.0
郎,láng,"gentleman, young man; husband",邑,163.6,8,6,1287,1457.0
忧,yōu,"sad, grieved; grief, melancholy",心,61.4,7,6,874,1461.0
浮,fú,"to float, drift, waft; to exceed; superfluous",水,85.7,10,6,2077,1462.0
艘,sōu,"counter for ships, vessels",舟,137.1,15,6,3273,1470.0
伍,wǔ,"five, company of five; troops",人,9.4,6,6,459,1472.0
峰,fēng,"peak, summit; hump of camel",山,46.7,10,6,1921,1473.0
黎,lí,"surname; numerous, many; black",黍,202.3,15,6,3262,1476.0
贯,guàn,a string of 1000 coins; to go through,貝,154.4,8,6,1351,1478.0
侦,zhēn,"spy, reconnoiter; detective",人,9.6,8,6,1145,1479.0
券,quàn,"certificate, ticket; title deeds",刀,18.6,8,6,1230,1481.0
崇,chóng,"esteem, honor, revere, venerate",山,46.8,11,6,2299,1482.0
宪,xiàn,"constitution, statute, law",宀,40.6,9,6,1699,1484.0
慈,cí,"kind, charitable, benevolent",心,61.1,13,6,3002,1487.0
枝,zhī,"branches, limbs; branch off",木,75.4,8,6,1019,1491.0
拖,tuō,"drag, tow, haul; delay, prolong",手,64.5,8,6,968,1492.0
墨,mò,ink; writing,土,32.12,15,6,3255,1493.0
箭,jiàn,arrow; type of bamboo,竹,118.9,15,6,3267,1496.0
泥,ní,"mud, mire; earth, clay; plaster",水,85.5,8,6,1258,1499.0
粉,fěn,"powder, face powder; plaster",米,119.4,10,6,2053,1498.0
氏,shì,"clan, family; mister",氏,83.0,4,6,151,1500.0
拔,bá,"uproot, pull out",手,64.5,8,6,959,1502.0
愤,fèn,"resent, hate; indignant",心,61.9,12,6,2770,1508.0
扑,pū,"pound, beat, strike; attack",手,64.2,5,6,199,1509.0
驱,qū,"spur a horse on; expel, drive away",馬,187.4,7,6,930,1511.0
掩,yǎn,"to cover (with the hand); shut, conceal; ambush",手,64.8,11,6,2166,1514.0
尸,shī,corpse; to impersonate the dead; to preside; KangXi radical 44,尸,44.0,3,6,59,1517.0
堡,bǎo,"fort, fortress; town, village",土,32.9,12,6,2693,1521.0
储,chǔ,"save money, store, reserve; heir",人,9.1,12,6,2697,1526.0
桑,sāng,mulberry tree; surname,木,75.6,10,6,2149,1528.0
惨,cǎn,"sad, pitiful, wretched; cruel",心,61.8,11,6,2449,1530.0
洁,jié,"clean, purify, pure",水,85.6,9,6,1663,1531.0
踪,zōng,"footprints, traces, tracks",足,157.8,15,6,3244,1532.0
勃,bó,"suddenly, sudden, quick",力,19.7,9,6,1440,1533.0
仇,chóu,"enemy, hate, hatred, enmity",人,9.2,4,6,133,1536.0
磨,mó,grind; polish; rub; wear out; a millstone,石,112.11,16,6,3367,1537.0
拟,nǐ,"draft; intend, plan, propose",手,64.5,7,6,657,1541.0
奏,zòu,memorialize emperor; report,大,37.6,9,6,1354,1543.0
巡,xún,"patrol, go on circuit, cruise",巛,47.4,6,6,598,1544.0
剂,jì,medicinal preparation,刀,18.6,8,6,1216,1546.0
坡,pō,"slope, bank, hillside",土,32.5,8,6,989,1550.0
截,jié,"cut off, stop, obstruct, intersect",戈,62.1,14,6,3059,1552.0
焦,jiāo,"burned, scorched; anxious, vexed",火,86.8,12,6,2695,1554.0
殿,diàn,hall; palace; temple,殳,79.9,13,6,3036,1555.0
伪,wěi,"false, counterfeit, bogus",人,9.4,6,6,476,1556.0
逼,bī,"compel, pressure, force; bother",辵,162.9,12,6,2582,1559.0
颇,pō,"lean one side; very, rather",頁,181.5,11,6,2484,1560.0
昏,hūn,"dusk, nightfall, twilight, dark",日,72.4,8,6,1193,1561.0
呈,chéng,"submit, show; appear; petition",口,30.4,7,6,716,1563.0
牧,mù,"tend cattle, shepherd",牛,93.4,8,6,1126,1580.0
牲,shēng,sacrificial animal; animal,牛,93.5,9,6,1544,1582.0
佳,jiā,"good, auspicious; beautiful; delightful",人,9.6,8,6,1135,1583.0
稿,gǎo,"draft, manuscript, rough copy",禾,115.1,15,6,3263,1587.0
腹,fù,"stomach, belly, abdomen; inside",肉,130.9,13,6,2972,1589.0
跌,diē,"stumble, slip, fall down; stamp",足,157.5,12,6,2630,1590.0
垂,chuí,"let down; suspend, hand; down",土,32.5,8,6,1125,1592.0
脉,mài,"blood vessels, veins, arteries",肉,130.6,9,6,1597,1594.0
狱,yù,"prison, jail; case; lawsuit",犬,94.6,9,6,1605,1597.0
惑,huò,"confuse, mislead, baffle; doubt",心,61.8,12,6,2581,1600.0
陶,táo,"pottery, ceramics",阜,170.8,10,6,2137,1601.0
兽,shòu,"beast, animal; bestial",八,12.9,11,6,2407,1602.0
帐,zhàng,"tent; screen, mosquito net",巾,50.4,7,6,755,1603.0
昌,chāng,"light of sun; good, proper",日,72.4,8,6,1084,1606.0
铺,pù,"shop, store; place sleep, bed",金,167.7,12,6,2657,1613.0
惧,jù,"fear, be afraid of, dread",心,61.8,11,6,2442,1616.0
盗,dào,"rob, steal; thief, bandit",皿,108.6,11,6,2388,1619.0
辉,huī,"brightness, luster, brilliance",小,42.9,12,6,2606,1623.0
扣,kòu,"knock, strike, rap, tap; button",手,64.3,6,6,357,1625.0
嘛,ma,final exclamatory particle,口,30.11,14,6,3110,1628.0
董,dǒng,"direct, supervise; surname",艸,140.9,12,6,2551,1629.0
迁,qiān,"move, shift, change; transfer; relocate a capital city",辵,162.3,6,6,451,1630.0
凝,níng,coagulate; congeal; freeze,冫,15.14,16,6,3370,1631.0
腾,téng,fly; gallop; run; prance; rise,肉,130.9,13,6,2975,1635.0
埋,mái,"bury, secrete, conceal",土,32.7,10,6,1794,1640.0
涌,yǒng,"surge up, bubble up, gush forth",水,85.7,10,6,2089,1642.0
辖,xiá,linchpin of wheel; control,車,159.1,14,6,3096,1643.0
晋,jìn,"advance, increase; promote",日,72.6,10,6,1828,1645.0
狠,hěn,"vicious, cruel; severely, extreme",犬,94.6,9,6,1606,1654.0
鉴,jiàn,"mirror, looking glass; reflect",金,167.5,13,6,2894,1655.0
械,xiè,"weapons; implements, instruments",木,75.7,11,6,2219,1657.0
赤,chì,,赤,155.0,7,6,631,1660.0
割,gē,"cut, divide, partition; cede",刀,18.1,12,6,2779,1665.0
揭,jiē,"raise, lift up; surname",手,64.9,12,6,2522,1666.0
悟,wù,"to apprehend, realize, become aware",心,61.7,10,6,2091,1668.0
锋,fēng,"point of spear, sharp point",金,167.7,12,6,2664,1671.0
祥,xiáng,"good luck, good omen; happiness",示,113.6,10,6,2119,1674.0
阔,kuò,"broad, ample, wide; be apart",門,169.9,12,6,2737,1675.0
誉,yù,"fame, reputation; praise",言,149.6,13,6,3024,1676.0
筹,chóu,"chip, tally, token; raise money",竹,118.7,13,6,2952,1677.0
丛,cóng,"bush, shrub; thicket; collection",一,1.4,5,6,281,1678.0
牵,qiān,"drag, pull, lead by hand",大,37.6,9,6,1458,1679.0
鸣,míng,cry of bird or animal; make sound,口,30.5,8,6,1100,1680.0
旨,zhǐ,"purpose, aim; excellent",日,72.2,6,6,501,1685.0
袖,xiù,sleeve; put something in sleeve,衣,145.5,10,6,2116,1686.0
猎,liè,hunt; field sports,犬,94.8,11,6,2366,1687.0
臂,bì,arm,肉,130.13,17,6,3434,1688.0
柱,zhù,"pillar, post; support; lean on",木,75.5,9,6,1435,1691.0
抛,pāo,throw (away),手,64.4,7,6,642,1692.0
牢,láo,"prison; stable, pen; secure",牛,93.3,7,6,880,1696.0
逊,xùn,"humble, modest; yield",辵,162.6,9,6,1728,1697.0
迈,mài,take a big stride; pass by,辵,162.3,6,6,408,1698.0
欺,qī,"cheat, double-cross, deceive",欠,76.8,12,6,2543,1699.0
衰,shuāi,"decline, falter, decrease; weaken",衣,145.4,10,6,2019,1702.0
诱,yòu,"persuade, entice, induce; guide",言,149.7,9,6,1715,1707.0
狼,láng,wolf,犬,94.7,10,6,2005,1708.0
仗,zhàng,"rely upon; protector; fight; war, weaponry",人,9.3,5,6,270,1712.0
粒,lì,grain; small particle,米,119.5,11,6,2404,1714.0
遥,yáo,"far away, distant, remote",辵,162.9,13,6,2967,1715.0
抚,fǔ,"pat, console, comfort; pacify",手,64.4,7,6,613,1720.0
纠,jiū,"investigate, inspect",糸,120.2,5,6,344,1723.0
钻,zuān,"drill, bore; pierce; diamond",金,167.5,10,6,1930,1724.0
晶,jīng,"crystal; clear, bright; radiant",日,72.8,12,6,2620,1725.0
岂,qǐ,how? what?,山,46.3,6,6,439,1726.0
峡,xiá,"gorge, strait, ravine; isthmus",山,46.6,9,6,1518,1727.0
苍,cāng,blue; green,艸,140.4,7,6,669,1728.0
耗,hào,"consume, use up; waste, squander",耒,127.4,10,6,1768,1730.0
菌,jūn,"mushroom; germ, microbe",艸,140.8,11,6,2205,1733.0
粹,cuì,pure; unadulterated; select,米,119.8,14,6,3154,1736.0
扁,biǎn,"flat; tablet, signboard",戶,63.5,9,6,1708,1737.0
循,xún,"obey, comply with, follow",彳,60.9,12,6,2705,1744.0
赋,fù,tax; give; endow; army; diffuse,貝,154.8,12,6,2650,1747.0
抑,yì,"press down, repress; curb, hinder",手,64.4,7,6,641,1748.0
哀,āi,"sad, mournful, pitiful; pity",口,30.6,9,6,1619,1751.0
踏,tà,"step on, trample, tread on, walk",足,157.8,15,6,3242,1753.0
恒,héng,"constant, regular, persistent",心,61.6,9,6,1685,1764.0
纽,niǔ,"knot; button; handle, knob; tie",糸,120.4,7,6,942,1767.0
纹,wén,"line, streak, stripe; wrinkle",糸,120.4,7,6,939,1768.0
渔,yú,to fish; seize; pursue; surname,水,85.8,11,6,2425,1770.0
磁,cí,magnetic; magnetism; porcelain,石,112.1,14,6,3093,1771.0
铜,tóng,"copper, brass, bronze",金,167.6,11,6,2306,1772.0
跨,kuà,"straddle, bestride, ride; carry",足,157.6,13,6,2913,1774.0
怖,bù,"terror, fear; frighten; terrified",心,61.5,8,6,1267,1776.0
叛,pàn,rebel; rebellion; rebellious,又,29.7,9,6,1644,1779.0
遣,qiǎn,"send, dispatch; send off, exile",辵,162.1,13,6,2921,1780.0
弥,mí,"extensive, full; fill; complete",弓,57.5,8,6,1313,1785.0
稀,xī,"rare, unusual, scarce; sparse",禾,115.7,12,6,2678,1788.0
捷,jié,"win, victory, triumph",手,64.8,11,6,2167,1789.0
疫,yì,"epidemic, plague, pestilence",疒,104.4,9,6,1627,1791.0
肿,zhǒng,swell; swollen; swelling,肉,130.4,8,6,1183,1792.0
削,xuē,"scrape off, pare, trim",刀,18.7,9,6,1475,1794.0
岗,gǎng,post; position,山,46.4,7,6,754,1795.0
晃,huǎng,"bright, dazzling; to sway, shake",日,72.6,10,6,1893,1796.0
吞,tūn,"swallow; absorb, annex, engulf",口,30.4,7,6,607,1797.0
宏,hóng,"wide, spacious, great, vast",宀,40.4,7,6,879,1798.0
癌,ái,cancer; marmoset,疒,104.12,17,6,3425,1799.0
隶,lì,subservient; servant; KangXi radical 171,隶,171.0,8,6,1305,1801.0
履,lǚ,"footwear, shoes; walk on, tread",尸,44.12,15,6,3312,1802.0
耀,yào,"shine, sparkle, dazzle; glory",羽,124.14,20,6,3476,1804.0
扭,niǔ,"turn, twist, wrench; seize, grasp",手,64.4,7,6,653,1805.0
坛,tán,"altar; arena, examination hall",土,32.4,7,6,614,1806.0
拨,bō,move; dispel; distribute,手,64.5,8,6,991,1807.0
沃,wò,"water, irrigate; fertile, rich",水,85.4,7,6,862,1808.0
绘,huì,"draw, sketch, paint",糸,120.6,9,6,1757,1809.0
